,TOKEN,POS
3729,之,PRON
3730,以,VERB
3731,禮,NOUN
3732,亦,ADV
3733,可,AUX
3734,以,VERB
3735,弗,ADV
3736,畔,VERB
3737,矣,PART
3738,夫,PART
3739,子,NOUN
3740,見,VERB
3741,南子,PROPN
3742,子路,PROPN
3743,不,ADV
3744,說,VERB
3745,夫子,NOUN
3746,矢,VERB
3747,之,PRON
3748,曰,VERB
3749,予,PRON
3750,所,PART
3751,否,VERB
3752,者,PART
3753,天,NOUN
3754,厭,VERB
3755,之,PRON
3756,天,NOUN
3757,厭,VERB
3758,之,PRON
3759,子,NOUN
3760,曰,VERB
3761,中庸,PROPN
3762,之,SCONJ
3763,為,VERB
3764,德,NOUN
3765,也,PART
3766,其,PRON
3767,至,VERB
3768,矣,PART
3769,乎,PART
3770,民,NOUN
3771,鮮,VERB
3772,久,VERB
3773,矣,PART
3774,子貢,PROPN
3775,曰,VERB
3776,如,ADV
3777,有,VERB
3778,博,ADV
3779,施,VERB
3780,於,ADP
3781,民,NOUN
3782,而,CCONJ
3783,能,AUX
3784,濟,VERB
3785,眾,NOUN
3786,何,PRON
3787,如,VERB
3788,可,AUX
3789,謂,VERB
3790,仁,NOUN
3791,乎,PART
3792,子,NOUN
3793,曰,VERB
3794,何,ADV
3795,事,VERB
3796,於,ADP
3797,仁,NOUN
3798,必,ADV
3799,也,PART
3800,聖,NOUN
3801,乎,PART
3802,堯,PROPN
3803,舜,PROPN
3804,其,PART
3805,猶,ADV
3806,病,VERB
3807,諸,NOUN
3808,夫,NOUN
3809,仁,NOUN
3810,者,PART
3811,己,PRON
3812,欲,AUX
3813,立,VERB
3814,而,CCONJ
3815,立,VERB
3816,人,NOUN
3817,己,PRON
3818,欲,AUX
3819,達,VERB
3820,而,CCONJ
3821,達,VERB
3822,人,NOUN
3823,能,AUX
3824,近,ADV
3825,取,VERB
3826,譬,ADV
3827,可,AUX
3828,謂,VERB
3829,仁,NOUN
3830,之,SCONJ
3831,方,NOUN
3832,也,PART
3833,已,VERB
3834,述,VERB
3835,而,CCONJ
3836,第,NOUN
3837,七,NUM
3838,子,NOUN
3839,曰,VERB
3840,述,VERB
3841,而,CCONJ
3842,不,ADV
3843,作,VERB
3844,信,VERB
3845,而,CCONJ
3846,好,VERB
3847,古,NOUN
3848,竊,ADV
3849,比,VERB
3850,於,ADP
3851,我,PRON
3852,老,NOUN
3853,彭,PROPN
3854,子,NOUN
3855,曰,VERB
3856,默,VERB
3857,而,CCONJ
3858,識,VERB
3859,之,PRON
3860,學,VERB
3861,而,CCONJ
3862,不,ADV
3863,厭,VERB
3864,誨,VERB
3865,人,NOUN
3866,不,ADV
3867,倦,VERB
3868,何,ADV
3869,有,VERB
3870,於,ADP
3871,我,PRON
3872,哉,PART
3873,子,NOUN
3874,曰,VERB
3875,德,NOUN
3876,之,SCONJ
3877,不,ADV
3878,修,VERB
3879,學,VERB
3880,之,PRON
3881,不,ADV
3882,講,VERB
3883,聞,VERB
3884,義,NOUN
3885,不,ADV
3886,能,AUX
3887,徒,VERB
3888,不,ADV
3889,善,VERB
3890,不,ADV
3891,能,AUX
3892,改,VERB
3893,是,PRON
3894,吾,PRON
3895,憂,VERB
3896,也,PART
3897,子,PRON
3898,之,SCONJ
3899,燕,PROPN
3900,居,VERB
3901,申申,PROPN
3902,如,PART
3903,也,PART
3904,夭,VERB
3905,夭,VERB
3906,如,PART
3907,也,PART
3908,子,NOUN
3909,曰,VERB
3910,甚,VERB
3911,矣,PART
3912,吾,PRON
3913,衰,VERB
3914,也,PART
3915,久,VERB
3916,矣,PART
3917,吾,PRON
3918,不,ADV
3919,復,VERB
3920,夢,VERB
3921,見,VERB
3922,周,PROPN
3923,公,NOUN
3924,子,NOUN
3925,曰,VERB
3926,志,VERB
3927,於,ADP
3928,道,NOUN
3929,據,VERB
3930,於,ADP
3931,德,NOUN
3932,依,VERB
3933,於,ADP
3934,仁,NOUN
3935,游,VERB
3936,於,ADP
3937,藝,NOUN
3938,子,NOUN
3939,曰,VERB
3940,自,PRON
3941,行,VERB
3942,束,VERB
3943,脩,NOUN
3944,以,ADV
3945,上,VERB
3946,吾,PRON
3947,未,ADV
3948,嘗,ADV
3949,無,VERB
3950,誨,VERB
3951,焉,PART
3952,子,NOUN
3953,曰,VERB
3954,不,ADV
3955,憤,VERB
3956,不,ADV
3957,啟,VERB
3958,不,ADV
3959,悱,VERB
3960,不,ADV
3961,發,VERB
3962,舉,VERB
3963,一,NUM
3964,隅,NOUN
3965,不,ADV
3966,以,VERB
3967,三,NUM
3968,隅,NOUN
3969,反,ADV
3970,則,ADV
3971,不,ADV
3972,復,VERB
3973,也,PART
3974,子,NOUN
3975,食,VERB
3976,於,ADP
3977,有,VERB
3978,喪,NOUN
3979,者,PART
3980,之,SCONJ
3981,側,NOUN
3982,未,ADV
3983,嘗,ADV
3984,飽,VERB
3985,也,PART
3986,子,NOUN
3987,於,ADP
3988,是,PRON
3989,日,NOUN
3990,哭,VERB
3991,則,ADV
3992,不,ADV
3993,歌,VERB
3994,子,NOUN
3995,謂,VERB
3996,顏,PROPN
3997,淵,PROPN
3998,曰,VERB
3999,用,VERB
4000,之,PRON
4001,則,ADV
4002,行,VERB
4003,舍,VERB
4004,之,PRON
4005,則,ADV
4006,藏,VERB
4007,惟,ADV
4008,我,PRON
4009,與,ADP
4010,爾,PRON
4011,有,VERB
4012,是,PRON
4013,夫,NOUN
4014,子路,PROPN
4015,曰,VERB
4016,子,NOUN
4017,行,VERB
4018,三,NUM
4019,軍,NOUN
4020,則,ADV
4021,誰,PRON
4022,與,PART
4023,子,NOUN
4024,曰,VERB
4025,暴,VERB
4026,虎,NOUN
4027,馮,VERB
4028,河,NOUN
4029,死,VERB
4030,而,CCONJ
4031,不,ADV
4032,悔,VERB
4033,者,PART
4034,吾,PRON
4035,不,ADV
4036,與,VERB
4037,也,PART
4038,必,ADV
4039,也,PART
4040,臨,VERB
4041,事,NOUN
4042,而,CCONJ
4043,懼,VERB
4044,好,VERB
4045,謀,VERB
4046,而,CCONJ
4047,成,VERB
4048,者,PART
4049,也,PART
4050,子,NOUN
4051,曰,VERB
4052,富,VERB
4053,而,CCONJ
4054,可,AUX
4055,求,VERB
4056,也,PART
4057,誰,PRON
4058,執,VERB
4059,鞭,NOUN
4060,之,SCONJ
4061,士,NOUN
4062,吾,PRON
4063,亦,ADV
4064,為,VERB
4065,之,PRON
4066,如,ADV
4067,不,ADV
4068,可,AUX
4069,求,VERB
4070,從,VERB
4071,吾,PRON
4072,所,PART
4073,好,VERB
4074,子,PRON
4075,之,SCONJ
4076,所,PART
4077,慎,VERB
4078,齊,PROPN
4079,戰,VERB
4080,疾,VERB
4081,子,NOUN
4082,在,VERB
4083,齊,PROPN
4084,聞,VERB
4085,韶,NOUN
4086,三,NUM
4087,月,NOUN
4088,不,ADV
4089,知,VERB
4090,肉,NOUN
4091,味,NOUN
4092,曰,VERB
4093,不,ADV
4094,圖,VERB
4095,為,VERB
4096,樂,NOUN
4097,之,SCONJ
4098,至,VERB
4099,於,ADP
4100,斯,PRON
4101,也,PART
4102,冉,PROPN
4103,有,PROPN
4104,曰,VERB
4105,夫子,NOUN
4106,為,AUX
4107,衛,PROPN
4108,君,NOUN
4109,乎,PART
4110,子貢,PROPN
4111,曰,VERB
4112,諾,VERB
4113,吾,PRON
4114,將,ADV
4115,問,VERB
4116,之,PRON
4117,入,VERB
4118,曰,VERB
4119,伯夷,PROPN
4120,叔齊,PROPN
4121,何,PRON
4122,人,NOUN
4123,也,PART
4124,曰,VERB
4125,古,NOUN
4126,之,SCONJ
4127,賢,VERB
4128,人,NOUN
4129,也,PART
4130,曰,VERB
4131,怨,VERB
4132,乎,PART
4133,曰,VERB
4134,求,VERB
4135,仁,NOUN
4136,而,CCONJ
4137,得,VERB
4138,仁,NOUN
4139,又,ADV
4140,何,ADV
4141,怨,VERB
4142,出,VERB
4143,曰,VERB
4144,夫子,NOUN
4145,不,ADV
4146,為,VERB
4147,也,PART
4148,子,NOUN
4149,曰,VERB
4150,飯,VERB
4151,疏,VERB
4152,食,NOUN
4153,飲,VERB
4154,水,NOUN
4155,曲,VERB
4156,肱,NOUN
4157,而,CCONJ
4158,枕,VERB
4159,之,PRON
4160,樂,NOUN
4161,亦,ADV
4162,在,VERB
4163,其,PRON
4164,中,NOUN
4165,矣,PART
4166,不,ADV
4167,義,VERB
4168,而,CCONJ
4169,富,VERB
4170,且,ADV
4171,貴,VERB
4172,於,ADP
4173,我,PRON
4174,如,VERB
4175,浮,VERB
4176,雲,NOUN
4177,子,NOUN
4178,曰,VERB
4179,加,VERB
4180,我,PRON
4181,數,NOUN
4182,年,NOUN
4183,五十,NUM
4184,以,ADV
4185,學,VERB
4186,易,ADV
4187,可,AUX
4188,以,VERB
4189,無,VERB
4190,大,VERB
4191,過,NOUN
4192,矣,PART
4193,子,PRON
4194,所,PART
4195,雅,VERB
4196,言,VERB
4197,詩,NOUN
4198,書,NOUN
4199,執,VERB
4200,禮,NOUN
4201,皆,ADV
4202,雅,VERB
4203,言,NOUN
4204,也,PART
4205,葉,PROPN
4206,公,NOUN
4207,問,VERB
4208,孔子,PROPN
4209,於,ADP
4210,子路,PROPN
4211,子路,PROPN
4212,不,ADV
4213,對,VERB
4214,子,NOUN
4215,曰,VERB
4216,女,NOUN
4217,奚,ADV
4218,不,ADV
4219,曰,VERB
4220,其,PRON
4221,為,AUX
4222,人,NOUN
4223,也,PART
4224,發,VERB
4225,憤,VERB
4226,忘,VERB
4227,食,NOUN
4228,樂,NOUN
4229,以,ADV
4230,忘,VERB
4231,憂,NOUN
4232,不,ADV
4233,知,VERB
4234,老,NOUN
4235,之,SCONJ
4236,將,ADV
4237,至,VERB
4238,云,VERB
4239,爾,PART
4240,子,NOUN
4241,曰,VERB
4242,我,PRON
4243,非,ADV
4244,生,VERB
4245,而,CCONJ
4246,知,VERB
4247,之,PRON
4248,者,PART
4249,好,VERB
4250,古,NOUN
4251,敏,VERB
4252,以,ADV
4253,求,VERB
4254,之,PRON
4255,者,PART
4256,也,PART
4257,子,PRON
4258,不,ADV
4259,語,VERB
4260,怪,VERB
4261,力,NOUN
4262,亂,VERB
4263,神,NOUN
4264,子,NOUN
4265,曰,VERB
4266,三,NUM
4267,人,NOUN
4268,行,VERB
4269,必,ADV
4270,有,VERB
4271,我,PRON
4272,師,NOUN
4273,焉,PART
4274,擇,VERB
4275,其,PRON
4276,善,NOUN
4277,者,PART
4278,而,CCONJ
4279,從,VERB
4280,之,PRON
4281,其,PRON
4282,不,ADV
4283,善,VERB
4284,者,PART
4285,而,CCONJ
4286,改,VERB
4287,之,PRON
4288,子,NOUN
4289,曰,VERB
4290,天,NOUN
4291,生,VERB
4292,德,NOUN
4293,於,ADP
4294,予,PRON
4295,桓,PROPN
4296,魋,PROPN
4297,其,PART
4298,如,VERB
4299,予,PRON
4300,何,PRON
4301,子,NOUN
4302,曰,VERB
4303,二,NUM
4304,三,NUM
4305,子,NOUN
4306,以,VERB
4307,我,PRON
4308,為,VERB
4309,隱,VERB
4310,乎,PART
4311,吾,PRON
4312,無,VERB
4313,隱,VERB
4314,乎,PART
4315,爾,PART
4316,吾,PRON
4317,無,VERB
4318,行,VERB
4319,而,CCONJ
4320,不,ADV
4321,與,ADP
4322,二,NUM
4323,三,NUM
4324,子,NOUN
4325,者,PART
4326,是,PRON
4327,丘,PROPN
4328,也,PART
4329,子,PRON
4330,以,VERB
4331,四,NUM
4332,教,NOUN
4333,文,NOUN
4334,行,VERB
4335,忠,NOUN
4336,信,NOUN
4337,子,NOUN
4338,曰,VERB
4339,聖,NOUN
4340,人,NOUN
4341,吾,PRON
4342,不,ADV
4343,得,VERB
4344,而,CCONJ
4345,見,VERB
4346,之,PRON
4347,矣,PART
4348,得,VERB
4349,見,VERB
4350,君子,NOUN
4351,者,PART
4352,斯,ADV
4353,可,VERB
4354,矣,PART
4355,子,NOUN
4356,曰,VERB
4357,善,VERB
4358,人,NOUN
4359,吾,PRON
4360,不,ADV
4361,得,VERB
4362,而,CCONJ
4363,見,VERB
4364,之,PRON
4365,矣,PART
4366,得,VERB
4367,見,VERB
4368,有,VERB
4369,恆,VERB
4370,者,PART
4371,斯,ADV
4372,可,VERB
4373,矣,PART
4374,亡,VERB
4375,而,CCONJ
4376,為,VERB
4377,有,VERB
4378,虛,VERB
4379,而,CCONJ
4380,為,VERB
4381,盈,VERB
4382,約,VERB
4383,而,CCONJ
4384,為,VERB
4385,泰,VERB
4386,難,VERB
4387,乎,PART
4388,有,VERB
4389,恆,VERB
4390,矣,PART
4391,子,PRON
4392,釣,VERB
4393,而,CCONJ
4394,不,ADV
4395,綱,VERB
4396,弋,VERB
4397,不,ADV
4398,射,VERB
4399,宿,VERB
4400,子,NOUN
4401,曰,VERB
4402,蓋,PART
4403,有,VERB
4404,不,ADV
4405,知,VERB
4406,而,CCONJ
4407,作,VERB
4408,之,PRON
4409,者,PART
4410,我,PRON
4411,無,VERB
4412,是,PRON
4413,也,PART
4414,多,ADV
4415,聞,VERB
4416,擇,VERB
4417,其,PRON
4418,善,NOUN
4419,者,PART
4420,而,CCONJ
4421,從,VERB
4422,之,PRON
4423,多,ADV
4424,見,VERB
4425,而,CCONJ
4426,識,VERB
4427,之,PRON
4428,知,VERB
4429,之,PRON
4430,次,NOUN
4431,也,PART
4432,互,VERB
4433,鄉,NOUN
4434,難,ADV
4435,與,ADP
4436,言,VERB
4437,童,NOUN
4438,子,NOUN
4439,見,VERB
4440,門,NOUN
4441,人,NOUN
4442,惑,VERB
4443,子,NOUN
4444,曰,VERB
4445,與,ADP
4446,其,PRON
4447,進,VERB
4448,也,PART
4449,不,ADV
4450,與,ADP
4451,其,PRON
4452,退,VERB
4453,也,PART
4454,唯,ADV
4455,何,ADV
4456,甚,VERB
4457,人,NOUN
4458,潔,VERB
4459,己,PRON
4460,以,ADV
4461,進,VERB
4462,與,ADP
4463,其,PRON
4464,潔,VERB
4465,也,PART
4466,不,ADV
4467,保,VERB
4468,其,PRON
4469,往,VERB
4470,也,PART
4471,子,NOUN
4472,曰,VERB
4473,仁,NOUN
4474,遠,VERB
4475,乎,PART
4476,哉,PART
4477,我,PRON
4478,欲,AUX
4479,仁,VERB
4480,斯,ADV
4481,仁,NOUN
4482,至,VERB
4483,矣,PART
4484,陳,PROPN
4485,司,NOUN
4486,敗,VERB
4487,問,VERB
4488,昭,PROPN
4489,公,NOUN
4490,知,VERB
4491,禮,NOUN
4492,乎,PART
4493,孔子,PROPN
4494,曰,VERB
4495,知,VERB
4496,禮,NOUN
4497,孔子,PROPN
4498,退,VERB
4499,揖,VERB
4500,巫馬,PROPN
4501,期,PROPN
4502,而,CCONJ
4503,進,VERB
4504,之,PRON
4505,曰,VERB
4506,吾,PRON
4507,聞,VERB
4508,君子,NOUN
4509,不,ADV
4510,黨,VERB
4511,君子,NOUN
4512,亦,ADV
4513,黨,VERB
4514,乎,PART
4515,君,NOUN
4516,取,VERB
4517,於,ADP
4518,吳,PROPN
4519,為,AUX
4520,同,VERB
4521,姓,NOUN
4522,謂,VERB
4523,之,PRON
4524,吳,PROPN
4525,孟子,PROPN
4526,君,NOUN
4527,而,CCONJ
4528,知,VERB
4529,禮,NOUN
4530,孰,PRON
4531,不,ADV
4532,知,VERB
4533,禮,NOUN
4534,巫馬,PROPN
4535,期,PROPN
4536,以,ADV
4537,告,VERB
4538,子,NOUN
4539,曰,VERB
4540,丘,PROPN
4541,也,PART
4542,幸,VERB
4543,苟,ADV
4544,有,VERB
4545,過,NOUN
4546,人,NOUN
4547,必,ADV
4548,知,VERB
4549,之,PRON
4550,子,PRON
4551,與,ADP
4552,人,NOUN
4553,歌,VERB
4554,而,CCONJ
4555,善,VERB
4556,必,ADV
4557,使,VERB
4558,反,VERB
4559,之,PRON
4560,而,CCONJ
4561,後,NOUN
4562,和,VERB
4563,之,PRON
4564,子,NOUN
4565,曰,VERB
4566,文,NOUN
4567,莫,ADV
4568,吾,PRON
4569,猶,VERB
4570,人,NOUN
4571,也,PART
4572,躬,NOUN
4573,行,VERB
4574,君子,NOUN
4575,則,ADV
4576,吾,PRON
4577,未,ADV
4578,之,PRON
4579,有,VERB
4580,得,VERB
4581,子,NOUN
4582,曰,VERB
4583,若,VERB
4584,聖,NOUN
4585,與,ADP
4586,仁,NOUN
4587,則,ADV
4588,吾,PRON
4589,豈,ADV
4590,敢,AUX
4591,抑,ADV
4592,為,VERB
4593,之,PRON
4594,不,ADV
4595,厭,VERB
4596,誨,VERB
4597,人,NOUN
4598,不,ADV
4599,倦,VERB
4600,則,ADV
4601,可,AUX
4602,謂,VERB
4603,云,VERB
4604,爾,PART
4605,已,PART
4606,矣,PART
4607,公西,PROPN
4608,華,PROPN
4609,曰,VERB
4610,正,VERB
4611,唯,ADV
4612,弟子,NOUN
4613,不,ADV
4614,能,AUX
4615,學,VERB
4616,也,PART
4617,子,NOUN
4618,疾,NOUN
4619,病,VERB
4620,子路,PROPN
4621,請,VERB
4622,禱,VERB
4623,子,NOUN
4624,曰,VERB
4625,有,VERB
4626,諸,NOUN
4627,子路,PROPN
4628,對,ADV
4629,曰,VERB
4630,有,VERB
4631,之,PRON
4632,誄,VERB
4633,曰,VERB
4634,禱,VERB
4635,爾,PRON
4636,於,ADP
4637,上,NOUN
4638,下,NOUN
4639,神,NOUN
4640,祗,VERB
4641,子,NOUN
4642,曰,VERB
4643,丘,PROPN
4644,之,SCONJ
4645,禱,VERB
4646,久,VERB
4647,矣,PART
4648,子,NOUN
4649,曰,VERB
4650,奢,ADV
4651,則,ADV
4652,不,ADV
4653,孫,VERB
4654,儉,VERB
4655,則,ADV
4656,固,ADV
4657,與,ADP
4658,其,PRON
4659,不,ADV
4660,孫,VERB
4661,也,PART
4662,甯,PROPN
4663,固,PROPN
4664,子,NOUN
4665,曰,VERB
4666,君子,NOUN
4667,坦,VERB
4668,蕩,VERB
4669,蕩,VERB
4670,小,VERB
4671,人,NOUN
4672,長,VERB
4673,戚,NOUN
4674,戚,NOUN
4675,子,NOUN
4676,溫,VERB
4677,而,CCONJ
4678,厲,VERB
4679,威,VERB
4680,而,CCONJ
4681,不,ADV
4682,猛,VERB
4683,恭,VERB
4684,而,CCONJ
4685,安,VERB
4686,泰,PROPN
4687,伯,NOUN
4688,第,NOUN
4689,八,NUM
4690,子,PRON
4691,曰,VERB
4692,太,VERB
4693,伯,NOUN
4694,其,PART
4695,可,AUX
4696,謂,VERB
4697,至,VERB
4698,德,NOUN
4699,也,PART
4700,已,PART
4701,矣,PART
4702,三,NUM
4703,以,VERB
4704,天,NOUN
4705,下,NOUN
4706,讓,VERB
4707,民,NOUN
4708,無,VERB
4709,得,VERB
4710,而,CCONJ
4711,稱,VERB
4712,焉,PART
4713,子,NOUN
4714,曰,VERB
4715,恭,VERB
4716,而,CCONJ
4717,無,VERB
4718,禮,NOUN
4719,則,ADV
4720,勞,VERB
4721,慎,VERB
4722,而,CCONJ
4723,無,VERB
4724,禮,NOUN
4725,則,ADV
4726,葸,VERB
4727,勇,NOUN
4728,而,CCONJ
4729,無,VERB
4730,禮,NOUN
4731,則,ADV
4732,亂,VERB
4733,直,VERB
4734,而,CCONJ
4735,無,VERB
4736,禮,NOUN
4737,則,ADV
4738,絞,VERB
4739,君子,NOUN
4740,篤,VERB
4741,於,ADP
4742,親,NOUN
4743,則,ADV
4744,民,NOUN
4745,興,VERB
4746,於,ADP
4747,仁,NOUN
4748,故,ADV
4749,舊,NOUN
4750,不,ADV
4751,遺,VERB
4752,則,ADV
4753,民,NOUN
4754,不,ADV
4755,偷,VERB
4756,曾子,PROPN
4757,有,VERB
4758,疾,NOUN
4759,召,VERB
4760,門,NOUN
4761,弟子,NOUN
4762,曰,VERB
4763,啟,VERB
4764,予,PRON
4765,足,AUX
4766,啟,VERB
4767,予,PRON
4768,手,NOUN
4769,詩,NOUN
4770,云,VERB
4771,戰,VERB
4772,戰,VERB
4773,兢,VERB
4774,兢,VERB
4775,如,VERB
4776,臨,VERB
4777,深,VERB
4778,淵,NOUN
4779,如,VERB
4780,履,VERB
4781,薄,VERB
4782,冰,NOUN
4783,而,CCONJ
4784,今,NOUN
4785,而,CCONJ
4786,後,NOUN
4787,吾,PRON
4788,知,VERB
4789,免,VERB
4790,夫,PRON
4791,小,VERB
4792,子,NOUN
4793,曾子,PROPN
4794,有,VERB
4795,疾,NOUN
4796,孟,PROPN
4797,敬子,PROPN
4798,問,VERB
4799,之,PRON
4800,曾子,PROPN
4801,言,ADV
4802,曰,VERB
4803,鳥,NOUN
4804,之,SCONJ
4805,將,ADV
4806,死,VERB
4807,其,PRON
4808,鳴,VERB
4809,也,PART
4810,哀,VERB
4811,人,NOUN
4812,之,SCONJ
4813,將,ADV
4814,死,VERB
4815,其,PRON
4816,言,NOUN
4817,也,PART
4818,善,VERB
4819,君子,NOUN
4820,所,PART
4821,貴,VERB
4822,乎,ADP
4823,道,NOUN
4824,者,PART
4825,三,NUM
4826,動,VERB
4827,容,NOUN
4828,貌,NOUN
4829,斯,ADV
4830,遠,VERB
4831,暴,VERB
4832,慢,VERB
4833,矣,PART
4834,正,VERB
4835,顏,NOUN
4836,色,NOUN
4837,斯,ADV
4838,近,VERB
4839,信,NOUN
4840,笑,VERB
4841,出,VERB
4842,辭,NOUN
4843,氣,NOUN
4844,斯,ADV
4845,遠,VERB
4846,鄙,VERB
4847,倍,VERB
4848,矣,PART
4849,籩,NOUN
4850,豆,NOUN
4851,之,SCONJ
4852,事,NOUN
4853,則,ADV
4854,有,VERB
4855,司,NOUN
4856,存,VERB
4857,曾子,PROPN
4858,曰,VERB
4859,以,ADV
4860,能,AUX
4861,問,VERB
4862,於,ADP
4863,不,ADV
4864,能,AUX
4865,以,VERB
4866,多,ADV
4867,問,VERB
4868,於,ADP
4869,寡,VERB
4870,有,VERB
4871,若,VERB
4872,無,VERB
4873,實,NOUN
4874,若,ADV
4875,處,VERB
4876,犯,VERB
4877,而,CCONJ
4878,不,ADV
4879,校,VERB
4880,昔,NOUN
4881,者,PART
4882,吾,PRON
4883,友,NOUN
4884,嘗,ADV
4885,從,VERB
4886,事,NOUN
4887,於,ADP
4888,斯,PRON
4889,矣,PART
4890,曾子,PROPN
4891,曰,VERB
4892,可,AUX
4893,以,VERB
4894,託,VERB
4895,六,NUM
4896,尺,NOUN
4897,之,SCONJ
4898,孤,NOUN
4899,可,AUX
4900,以,VERB
4901,寄,VERB
4902,百,NUM
4903,里,NOUN
4904,之,SCONJ
4905,命,NOUN
4906,臨,VERB
4907,大,VERB
4908,節,NOUN
4909,而,CCONJ
4910,不,ADV
4911,可,AUX
4912,奪,VERB
4913,也,PART
4914,君子,NOUN
4915,人,NOUN
4916,與,ADP
4917,君子,NOUN
4918,人,NOUN
4919,也,PART
4920,曾子,PROPN
4921,曰,VERB
4922,士,NOUN
4923,不,ADV
4924,可,AUX
4925,以,VERB
4926,不,ADV
4927,弘,VERB
4928,毅,VERB
4929,任,VERB
4930,重,VERB
4931,而,CCONJ
4932,道,NOUN
4933,遠,VERB
4934,仁,NOUN
4935,以,ADV
4936,為,VERB
4937,己,PRON
4938,任,NOUN
4939,不,ADV
4940,亦,ADV
4941,重,VERB
4942,乎,PART
4943,死,VERB
4944,而,CCONJ
4945,後,NOUN
4946,已,VERB
4947,不,ADV
4948,亦,ADV
4949,遠,VERB
4950,乎,PART
4951,子,NOUN
4952,曰,VERB
4953,興,VERB
4954,於,ADP
4955,詩,NOUN
4956,立,VERB
4957,於,ADP
4958,禮,NOUN
4959,成,VERB
4960,於,ADP
4961,樂,NOUN
4962,子,NOUN
4963,曰,VERB
4964,民,NOUN
4965,可,AUX
4966,使,VERB
4967,由,VERB
4968,之,PRON
4969,不,ADV
4970,可,AUX
4971,使,VERB
4972,知,VERB
4973,之,PRON
4974,子,NOUN
4975,曰,VERB
4976,好,VERB
4977,勇,NOUN
4978,疾,NOUN
4979,貧,VERB
4980,亂,VERB
4981,也,PART
4982,人,NOUN
4983,而,CCONJ
4984,不,ADV
4985,仁,VERB
4986,疾,VERB
4987,之,PRON
4988,已,ADV
4989,甚,ADV
4990,亂,VERB
4991,也,PART
4992,子,NOUN
4993,曰,VERB
4994,如,ADV
4995,有,VERB
4996,周,PROPN
4997,公,NOUN
4998,之,SCONJ
4999,才,NOUN
5000,之,SCONJ
5001,美,NOUN
5002,使,VERB
5003,驕,VERB
5004,且,ADV
5005,吝,VERB
5006,其,PRON
5007,餘,NOUN
5008,不,ADV
5009,足,AUX
5010,觀,VERB
5011,也,PART
5012,已,VERB
5013,子,NOUN
5014,曰,VERB
5015,三,NUM
5016,年,NOUN
5017,學,VERB
5018,不,ADV
5019,至,VERB
5020,於,ADP
5021,穀,NOUN
5022,不,ADV
5023,易,ADV
5024,得,VERB
5025,也,PART
5026,子,NOUN
5027,曰,VERB
5028,篤,ADV
5029,信,VERB
5030,好,VERB
5031,學,NOUN
5032,守,VERB
5033,死,VERB
5034,善,VERB
5035,道,NOUN
5036,危,VERB
5037,邦,NOUN
5038,不,ADV
5039,人,NOUN
5040,亂,VERB
5041,邦,NOUN
5042,不,ADV
5043,居,VERB
5044,天,NOUN
5045,下,NOUN
5046,有,VERB
5047,道,NOUN
5048,則,ADV
5049,見,VERB
5050,無,VERB
5051,道,NOUN
5052,則,ADV
5053,隱,VERB
5054,邦,NOUN
5055,有,VERB
5056,道,NOUN
5057,貧,VERB
5058,且,ADV
5059,賤,VERB
5060,焉,PART
5061,恥,NOUN
5062,也,PART
5063,邦,NOUN
5064,無,VERB
5065,道,NOUN
5066,富,NOUN
5067,且,ADV
5068,貴,VERB
5069,焉,PART
5070,恥,VERB
5071,也,PART
5072,子,NOUN
5073,曰,VERB
5074,不,ADV
5075,在,VERB
5076,其,PRON
5077,位,NOUN
5078,不,ADV
5079,謀,VERB
5080,其,PRON
5081,政,NOUN
5082,子,NOUN
5083,曰,VERB
5084,師,NOUN
5085,摯,PROPN
5086,之,SCONJ
5087,始,VERB
5088,關,NOUN
5089,睢,PROPN
5090,之,SCONJ
5091,亂,VERB
5092,洋,VERB
5093,洋,VERB
5094,乎,PART
5095,盈,VERB
5096,耳,PART
5097,哉,PART
5098,子,NOUN
5099,曰,VERB
5100,狂,VERB
5101,而,CCONJ
5102,不,ADV
5103,直,VERB
5104,侗,VERB
5105,而,CCONJ
5106,不,ADV
5107,愿,VERB
5108,悾,VERB
5109,悾,VERB
5110,而,CCONJ
5111,不,ADV
5112,信,VERB
5113,吾,PRON
5114,不,ADV
5115,知,VERB
5116,之,PRON
5117,矣,PART
5118,子,NOUN
5119,曰,VERB
5120,學,VERB
5121,如,VERB
5122,不,ADV
5123,及,VERB
5124,猶,ADV
5125,恐,VERB
5126,失,VERB
5127,之,PRON
5128,子,NOUN
5129,曰,VERB
5130,巍,VERB
5131,巍,VERB
5132,乎,PART
5133,舜,PROPN
5134,禹,PROPN
5135,之,SCONJ
5136,有,VERB
5137,天,NOUN
5138,下,NOUN
5139,也,PART
5140,而,CCONJ
5141,不,ADV
5142,與,VERB
5143,焉,ADV
5144,/,VERB
5145,子,NOUN
5146,曰,VERB
5147,大,VERB
5148,哉,PART
5149,堯,PROPN
5150,之,SCONJ
5151,為,AUX
5152,軍,NOUN
5153,也,PART
5154,巍,VERB
5155,巍,VERB
5156,乎,PART
5157,唯,ADV
5158,天,NOUN
5159,為,AUX
5160,大,VERB
5161,唯,ADV
5162,堯,PROPN
5163,則,ADV
5164,之,PRON
5165,蕩,VERB
5166,蕩,VERB
5167,乎,PART
5168,民,NOUN
5169,無,VERB
5170,能,AUX
5171,名,VERB
5172,焉,PART
5173,巍,VERB
5174,巍,VERB
5175,乎,PART
5176,其,PRON
5177,有,VERB
5178,成,VERB
