,TOKEN,POS
51193,骤,NOUN
51194,谏,PROPN
51195,公,NOUN
51196,患,VERB
51197,之,PRON
51198,使,VERB
51199,锄,NOUN
51200,麑,NOUN
51201,贼,VERB
51202,之,PRON
51203,晨,NOUN
51204,往,VERB
51205,寝,NOUN
51206,门,NOUN
51207,辟,VERB
51208,矣,PART
51209,盛,VERB
51210,服,NOUN
51211,将,VERB
51212,朝,NOUN
51213,尚,ADV
51214,早,ADV
51215,坐,VERB
51216,而,CCONJ
51217,假,VERB
51218,寐,VERB
51219,麑,NOUN
51220,退,VERB
51221,叹,NOUN
51222,而,CCONJ
51223,言,VERB
51224,曰,VERB
51225,不,ADV
51226,忘,VERB
51227,恭,VERB
51228,敬,VERB
51229,民,NOUN
51230,之,SCONJ
51231,主,NOUN
51232,也,PART
51233,贼,NOUN
51234,民,NOUN
51235,之,SCONJ
51236,主,NOUN
51237,不,ADV
51238,忠,VERB
51239,弃,VERB
51240,君,NOUN
51241,之,SCONJ
51242,命,NOUN
51243,不,ADV
51244,信,VERB
51245,有,VERB
51246,一,NUM
51247,于,ADP
51248,此,PRON
51249,不,ADV
51250,如,VERB
51251,死,VERB
51252,也,PART
51253,触,NOUN
51254,槐,NOUN
51255,而,CCONJ
51256,死,VERB
51257,秋,NOUN
51258,九,NUM
51259,月,NOUN
51260,晋,PROPN
51261,侯,NOUN
51262,饮,NOUN
51263,赵,NOUN
51264,盾,NOUN
51265,酒,NOUN
51266,伏,VERB
51267,甲,NOUN
51268,将,ADV
51269,攻,VERB
51270,之,PRON
51271,其,PRON
51272,右,NOUN
51273,提,VERB
51274,弥,NOUN
51275,明,ADV
51276,知,VERB
51277,之,PRON
51278,趋,PROPN
51279,登,PROPN
51280,曰,VERB
51281,臣,NOUN
51282,侍,VERB
51283,君,NOUN
51284,宴,VERB
51285,过,NOUN
51286,三,NUM
51287,爵,NOUN
51288,非,ADV
51289,礼,NOUN
51290,也,PART
51291,遂,ADV
51292,扶,VERB
51293,以,VERB
51294,下,NOUN
51295,公,NOUN
51296,嗾,NOUN
51297,夫,NOUN
51298,獒,NOUN
51299,焉,PART
51300,明,ADV
51301,搏,VERB
51302,而,CCONJ
51303,杀,VERB
51304,之,PRON
51305,盾,PROPN
51306,曰,VERB
51307,弃,NOUN
51308,人,NOUN
51309,用,VERB
51310,犬,NOUN
51311,虽,NOUN
51312,猛,VERB
51313,何,PRON
51314,为,NOUN
51315,斗,NOUN
51316,且,ADV
51317,出,VERB
51318,提,VERB
51319,弥,PROPN
51320,明,PROPN
51321,死,VERB
51322,之,PRON
51323,初,NOUN
51324,宣子,PROPN
51325,田,VERB
51326,于,ADP
51327,首山,PROPN
51328,舍,VERB
51329,于,ADP
51330,翳桑,PROPN
51331,见,NOUN
51332,灵,NOUN
51333,辄,NOUN
51334,饿,NOUN
51335,问,VERB
51336,其,PRON
51337,病,NOUN
51338,曰,VERB
51339,不,ADV
51340,食,VERB
51341,三,NUM
51342,日,NOUN
51343,矣,PART
51344,食,VERB
51345,之,PRON
51346,舍,VERB
51347,其,PRON
51348,半,ADV
51349,问,VERB
51350,之,PRON
51351,曰,VERB
51352,宦,NOUN
51353,三,NUM
51354,年,NOUN
51355,矣,PART
51356,未,ADV
51357,知,VERB
51358,母,NOUN
51359,之,SCONJ
51360,存,VERB
51361,否,VERB
51362,今,NOUN
51363,近,VERB
51364,焉,PART
51365,请,ADV
51366,以,ADV
51367,遗,VERB
51368,之,PRON
51369,使,VERB
51370,尽,VERB
51371,之,PRON
51372,而,CCONJ
51373,为,VERB
51374,之,PRON
51375,箪,NOUN
51376,食,VERB
51377,与,NOUN
51378,肉,NOUN
51379,置,VERB
51380,诸,NOUN
51381,橐,NOUN
51382,以,ADV
51383,与,VERB
51384,之,PRON
51385,既,ADV
51386,而,CCONJ
51387,与,VERB
51388,为,PRON
51389,公,NOUN
51390,介,NOUN
51391,倒,VERB
51392,戟,NOUN
51393,以,ADV
51394,御,VERB
51395,公,NOUN
51396,徒,NOUN
51397,而,CCONJ
51398,免,VERB
51399,之,PRON
51400,问,PRON
51401,何,ADV
51402,故,NOUN
51403,对,NOUN
51404,曰,VERB
51405,翳桑,PROPN
51406,之,SCONJ
51407,饿,NOUN
51408,人,NOUN
51409,也,PART
51410,问,VERB
51411,其,PRON
51412,名,NOUN
51413,居,VERB
51414,不,ADV
51415,告,VERB
51416,而,CCONJ
51417,退,VERB
51418,遂,ADV
51419,自,PRON
51420,亡,VERB
51421,也,PART
51422,乙丑,PROPN
51423,赵,NOUN
51424,穿,VERB
51425,攻,VERB
51426,灵,PROPN
51427,公,NOUN
51428,于,ADP
51429,桃,NOUN
51430,园,NOUN
51431,宣子,PROPN
51432,未,ADV
51433,出,VERB
51434,山,NOUN
51435,而,CCONJ
51436,复,VERB
51437,大,VERB
51438,史,NOUN
51439,书,PROPN
51440,曰,VERB
51441,赵,PROPN
51442,盾,PROPN
51443,弑,VERB
51444,其,PRON
51445,君,NOUN
51446,以,ADV
51447,示,VERB
51448,于,ADP
51449,朝,NOUN
51450,宣子,PROPN
51451,曰,VERB
51452,不,ADV
51453,然,VERB
51454,对,PROPN
51455,曰,VERB
51456,子,PRON
51457,为,ADV
51458,正,VERB
51459,卿,NOUN
51460,亡,VERB
51461,不,ADV
51462,越,VERB
51463,竟,ADV
51464,反,VERB
51465,不,ADV
51466,讨,VERB
51467,贼,NOUN
51468,非,ADV
51469,子,NOUN
51470,而,CCONJ
51471,谁,VERB
51472,宣子,PROPN
51473,曰,VERB
51474,乌,NOUN
51475,呼,VERB
51476,‘,VERB
51477,我,PRON
51478,之,SCONJ
51479,怀,NOUN
51480,矣,PART
51481,自,ADP
51482,诒,NOUN
51483,伊,PROPN
51484,戚,PROPN
51485,’,VERB
51486,其,PRON
51487,我,PRON
51488,之,SCONJ
51489,谓,NOUN
51490,矣,PART
51491,孔子,PROPN
51492,曰,VERB
51493,董,PROPN
51494,孤,NOUN
51495,古,NOUN
51496,之,SCONJ
51497,良,VERB
51498,史,NOUN
51499,也,PART
51500,书,NOUN
51501,法,NOUN
51502,不,ADV
51503,隐,VERB
51504,赵,VERB
51505,宣子,PROPN
51506,古,NOUN
51507,之,SCONJ
51508,良,VERB
51509,大,VERB
51510,夫,NOUN
51511,也,PART
51512,为,PRON
51513,法,NOUN
51514,受,VERB
51515,恶,NOUN
51516,惜,VERB
51517,也,PART
51518,越,VERB
51519,竟,NOUN
51520,乃,ADV
51521,免,VERB
51522,宣子,PROPN
51523,使,VERB
51524,赵,NOUN
51525,穿,VERB
51526,逆,VERB
51527,公,NOUN
51528,子,NOUN
51529,黑,PROPN
51530,臀,NOUN
51531,于,ADP
51532,周,PROPN
51533,而,CCONJ
51534,立,VERB
51535,之,PRON
51536,壬申,NUM
51537,朝,VERB
51538,于,ADP
51539,武宫,PROPN
51540,初,NOUN
51541,丽,PROPN
51542,姬,NOUN
51543,之,SCONJ
51544,乱,NOUN
51545,诅,NOUN
51546,无,NOUN
51547,畜,VERB
51548,群,NOUN
51549,公,NOUN
51550,子,NOUN
51551,自,ADP
51552,是,PRON
51553,晋,PROPN
51554,无,VERB
51555,公,NOUN
51556,族,NOUN
51557,及,ADP
51558,成,PROPN
51559,公,NOUN
51560,即,VERB
51561,位,NOUN
51562,乃,ADV
51563,宦,NOUN
51564,卿,NOUN
51565,之,SCONJ
51566,适,NOUN
51567,子,NOUN
51568,而,CCONJ
51569,为,VERB
51570,之,PRON
51571,田,NOUN
51572,以,ADV
51573,为,VERB
51574,公,NOUN
51575,族,NOUN
51576,又,ADV
51577,宦,VERB
51578,其,PRON
51579,余,PRON
51580,子,NOUN
51581,亦,ADV
51582,为,VERB
51583,余,PRON
51584,子,NOUN
51585,其,PRON
51586,庶,VERB
51587,子,NOUN
51588,为,PROPN
51589,公,NOUN
51590,行,VERB
51591,晋,NOUN
51592,于,ADP
51593,是,PRON
51594,有,VERB
51595,公,NOUN
51596,族,NOUN
51597,余,PRON
51598,子,NOUN
51599,公,NOUN
51600,行,VERB
51601,赵,NOUN
51602,盾,NOUN
51603,请,ADV
51604,以,ADV
51605,括,VERB
51606,为,PRON
51607,公,NOUN
51608,族,NOUN
51609,曰,VERB
51610,君,NOUN
51611,姬,NOUN
51612,氏,NOUN
51613,之,SCONJ
51614,爱,NOUN
51615,子,NOUN
51616,也,PART
51617,微,VERB
51618,君,NOUN
51619,姬,NOUN
51620,氏,NOUN
51621,则,SCONJ
51622,臣,NOUN
51623,狄,NOUN
51624,人,NOUN
51625,也,PART
51626,公,NOUN
51627,许,VERB
51628,之,PRON
51629,冬,NOUN
51630,赵,NOUN
51631,盾,NOUN
51632,为,NOUN
51633,旄,NOUN
51634,车,NOUN
51635,之,SCONJ
51636,族,NOUN
51637,使,VERB
51638,屏,VERB
51639,季,PROPN
51640,以,VERB
51641,其,PRON
51642,故,NOUN
51643,族,NOUN
51644,为,ADV
51645,公,NOUN
51646,族,NOUN
51647,大,VERB
51648,夫,NOUN
51649,宣,PROPN
51650,公,NOUN
51651,三,NUM
51652,年,NOUN
51653,【,NUM
51654,经】,NOUN
51655,三,NUM
51656,年,NOUN
51657,春,NOUN
51658,王,NOUN
51659,正,VERB
51660,月,NOUN
51661,郊,NOUN
51662,牛,NOUN
51663,之,SCONJ
51664,口,NOUN
51665,伤,NOUN
51666,改,VERB
51667,卜,VERB
51668,牛,NOUN
51669,牛,NOUN
51670,死,VERB
51671,乃,ADV
51672,不,ADV
51673,郊,VERB
51674,犹,NOUN
51675,三,NUM
51676,望,VERB
51677,葬,VERB
51678,匡,PROPN
51679,王,NOUN
51680,楚,PROPN
51681,子,NOUN
51682,伐,VERB
51683,陆,PROPN
51684,浑,PROPN
51685,之,SCONJ
51686,戎,NOUN
51687,夏,PROPN
51688,楚,PROPN
51689,人,NOUN
51690,侵,VERB
51691,郑,NOUN
51692,秋,NOUN
51693,赤,NOUN
51694,狄,NOUN
51695,侵,VERB
51696,齐,NOUN
51697,宋,PROPN
51698,师,NOUN
51699,围,NOUN
51700,曹,NOUN
51701,冬,NOUN
51702,十,NUM
51703,月,NOUN
51704,丙戌,NUM
51705,郑,PROPN
51706,伯兰,PROPN
51707,卒,VERB
51708,葬,VERB
51709,郑,VERB
51710,穆,PROPN
51711,公,NOUN
51712,【,NOUN
51713,传,NOUN
51714,】,NOUN
51715,三,NUM
51716,年,NOUN
51717,春,NOUN
51718,不,ADV
51719,郊,VERB
51720,而,CCONJ
51721,望,VERB
51722,皆,ADV
51723,非,ADV
51724,礼,NOUN
51725,也,PART
51726,望,VERB
51727,郊,NOUN
51728,之,SCONJ
51729,属,NOUN
51730,也,PART
51731,不,ADV
51732,郊,NOUN
51733,亦,ADV
51734,无,VERB
51735,望,VERB
51736,可,VERB
51737,也,PART
51738,晋,PROPN
51739,侯,NOUN
51740,伐,VERB
51741,郑,PROPN
51742,及,VERB
51743,郔,NOUN
51744,郑,NOUN
51745,及,ADP
51746,晋,NOUN
51747,平,VERB
51748,士,NOUN
51749,会,NOUN
51750,入,VERB
51751,盟,NOUN
51752,楚,PROPN
51753,子,NOUN
51754,伐,VERB
51755,陆,PROPN
51756,浑,NOUN
51757,之,SCONJ
51758,戎,NOUN
51759,遂,ADV
51760,至,VERB
51761,于,ADP
51762,洛观,PROPN
51763,兵,NOUN
51764,于,ADP
51765,周,PROPN
51766,疆,NOUN
51767,定,PROPN
51768,王,NOUN
51769,使,VERB
51770,王,PROPN
51771,孙,PROPN
51772,满,PROPN
51773,劳,PROPN
51774,楚,PROPN
51775,子,NOUN
51776,楚,PROPN
51777,子,NOUN
51778,问,PROPN
51779,鼎,PROPN
51780,之,SCONJ
51781,大,VERB
51782,小,VERB
51783,轻,NOUN
51784,重,VERB
51785,焉,PART
51786,对,PROPN
51787,曰,VERB
51788,在,VERB
51789,德,NOUN
51790,不,ADV
51791,在,VERB
51792,鼎,NOUN
51793,昔,NOUN
51794,夏,PROPN
51795,之,SCONJ
51796,方,NOUN
51797,有,VERB
51798,德,NOUN
51799,也,PART
51800,远,NOUN
51801,方,NOUN
51802,图,VERB
51803,物,NOUN
51804,贡,NOUN
51805,金,NOUN
51806,九,NUM
51807,牧,NOUN
51808,铸,NOUN
51809,鼎,NOUN
51810,象,VERB
51811,物,NOUN
51812,百,NUM
51813,物,NOUN
51814,而,CCONJ
51815,为,VERB
51816,之,PRON
51817,备,NOUN
51818,使,VERB
51819,民,NOUN
51820,知,VERB
51821,神,NOUN
51822,奸,VERB
51823,故,ADV
51824,民,NOUN
51825,入,VERB
51826,川,NOUN
51827,泽,NOUN
51828,山,NOUN
51829,林,NOUN
51830,不,ADV
51831,逢,VERB
51832,不,ADV
51833,若,VERB
51834,螭,NOUN
51835,魅,NOUN
51836,罔,VERB
51837,两,NOUN
51838,莫,ADV
51839,能,AUX
51840,逢,VERB
51841,之,PRON
51842,用,VERB
51843,能,AUX
51844,协,VERB
51845,于,ADP
51846,上,NOUN
51847,下,NOUN
51848,以,ADV
51849,承,VERB
51850,天,NOUN
51851,休,VERB
51852,桀,PROPN
51853,有,VERB
51854,昏,NOUN
51855,德,NOUN
51856,鼎,NOUN
51857,迁,NOUN
51858,于,ADP
51859,商,PROPN
51860,载,NOUN
51861,祀,VERB
51862,六百,NUM
51863,商,NOUN
51864,纣,NOUN
51865,暴,VERB
51866,虐,VERB
51867,鼎,NOUN
51868,迁,NOUN
51869,于,ADP
51870,周,PROPN
51871,德,NOUN
51872,之,SCONJ
51873,休,VERB
51874,明,VERB
51875,虽,VERB
51876,小,VERB
51877,重,VERB
51878,也,PART
51879,其,PRON
51880,建,VERB
51881,回,VERB
51882,昏,NOUN
51883,乱,NOUN
51884,虽,NOUN
51885,大,VERB
51886,轻,NOUN
51887,也,PART
51888,天祚,PROPN
51889,明,VERB
51890,德,NOUN
51891,有,VERB
51892,所,PART
51893,底,VERB
51894,止,VERB
51895,成,PROPN
51896,王,NOUN
51897,定,VERB
51898,鼎,NOUN
51899,于,ADP
51900,郏鄏,PROPN
51901,卜,VERB
51902,世,NOUN
51903,三十,NUM
51904,卜,NOUN
51905,年,NOUN
51906,七百,NUM
51907,天,NOUN
51908,所,PART
51909,命,VERB
51910,也,PART
51911,周,PROPN
51912,德,NOUN
51913,虽,ADV
51914,衰,VERB
51915,天,NOUN
51916,命,NOUN
51917,未,ADV
51918,改,VERB
51919,鼎,NOUN
51920,之,SCONJ
51921,轻,NOUN
51922,重,VERB
51923,未,ADV
51924,可,AUX
51925,问,VERB
51926,也,PART
51927,夏,PROPN
51928,楚,PROPN
51929,人,NOUN
51930,侵,VERB
51931,郑,NOUN
51932,郑,NOUN
51933,即,VERB
51934,晋,PROPN
51935,故,NOUN
51936,也,PART
51937,宋,PROPN
51938,文,PROPN
51939,公,NOUN
51940,即,VERB
51941,位,NOUN
51942,三,NUM
51943,年,NOUN
51944,杀,NOUN
51945,母,NOUN
51946,弟,NOUN
51947,须,PROPN
51948,及,ADP
51949,昭,PROPN
51950,公,NOUN
51951,子,NOUN
51952,武,PROPN
51953,氏,NOUN
51954,之,SCONJ
51955,谋,NOUN
51956,也,PART
51957,使,VERB
51958,戴,PROPN
51959,桓,PROPN
51960,之,SCONJ
51961,族,NOUN
51962,攻,VERB
51963,武,PROPN
51964,氏,NOUN
51965,于,ADP
51966,司马,PROPN
51967,子伯,PROPN
51968,之,SCONJ
51969,馆,NOUN
51970,尽,NOUN
51971,逐,VERB
51972,武,PROPN
51973,穆,PROPN
51974,之,SCONJ
51975,族,NOUN
51976,武,PROPN
51977,穆,PROPN
51978,之,SCONJ
51979,族,NOUN
51980,以,VERB
51981,曹,PROPN
51982,师,PROPN
51983,伐,VERB
51984,宋,PROPN
51985,秋,NOUN
51986,宋,PROPN
51987,师,PROPN
51988,围,NOUN
51989,曹,PROPN
51990,报,PROPN
51991,武,PROPN
51992,氏,NOUN
51993,之,SCONJ
51994,乱,NOUN
51995,也,PART
51996,冬,NOUN
51997,郑,NOUN
51998,穆,PROPN
51999,公,NOUN
52000,卒,VERB
52001,初,NOUN
52002,郑,PROPN
52003,文,PROPN
52004,公,NOUN
52005,有,VERB
52006,贱,NOUN
52007,妾,NOUN
52008,曰,VERB
52009,燕,PROPN
52010,姞,NOUN
52011,梦,VERB
52012,天,NOUN
52013,使,NOUN
52014,与,VERB
52015,己,PRON
52016,兰,PROPN
52017,曰,VERB
52018,余,PRON
52019,为,ADV
52020,伯,NOUN
52021,鯈,VERB
52022,余,PRON
52023,而,CCONJ
52024,祖,VERB
52025,也,PART
52026,以,VERB
52027,是,PRON
52028,为,VERB
52029,而,CCONJ
52030,子,PRON
52031,以,VERB
52032,兰,NOUN
52033,有,VERB
52034,国,NOUN
52035,香,NOUN
52036,人,NOUN
52037,服,NOUN
52038,媚,VERB
52039,之,SCONJ
52040,如,VERB
52041,是,PRON
52042,既,ADV
52043,而,CCONJ
52044,文,PROPN
52045,公,NOUN
52046,见,VERB
52047,之,PRON
52048,与,NOUN
52049,之,SCONJ
52050,兰,NOUN
52051,而,CCONJ
52052,御,VERB
52053,之,PRON
52054,辞,PROPN
52055,曰,VERB
52056,妾,NOUN
52057,不,ADV
52058,才,VERB
52059,幸,VERB
52060,而,CCONJ
52061,有,VERB
52062,子,NOUN
52063,将,ADV
52064,不,ADV
52065,信,VERB
52066,敢,AUX
52067,征,VERB
52068,兰,NOUN
52069,乎,PART
52070,公,NOUN
52071,曰,VERB
52072,诺,PROPN
52073,生,VERB
52074,穆,PROPN
52075,公,NOUN
52076,名,VERB
52077,之,PRON
52078,曰,VERB
52079,兰,VERB
52080,文,PROPN
52081,公,NOUN
52082,报,VERB
52083,郑,NOUN
52084,子,NOUN
52085,之,SCONJ
52086,妃,NOUN
52087,曰,VERB
52088,陈,NOUN
52089,妫,NOUN
52090,生,VERB
52091,子,NOUN
52092,华,NOUN
52093,子,NOUN
52094,臧子臧,PROPN
52095,得,VERB
52096,罪,NOUN
52097,而,CCONJ
52098,出,VERB
52099,诱子,PROPN
52100,华,VERB
52101,而,CCONJ
52102,杀,VERB
52103,之,PRON
52104,南,NOUN
52105,里,NOUN
52106,使,VERB
52107,盗,PROPN
52108,杀子,PROPN
52109,臧,VERB
52110,于,ADP
52111,陈,PROPN
52112,宋,PROPN
52113,之,SCONJ
52114,间,NOUN
52115,又,ADV
52116,娶,VERB
52117,于,ADP
52118,江生,PROPN
52119,公,NOUN
52120,子,NOUN
52121,士,NOUN
52122,朝,VERB
52123,于,ADP
52124,楚,PROPN
52125,楚,PROPN
52126,人,NOUN
52127,鸩,VERB
52128,之,PRON
52129,及,VERB
52130,叶,NOUN
52131,而,CCONJ
52132,死,VERB
52133,又,ADV
52134,娶,VERB
52135,于,ADP
52136,苏,NOUN
52137,生,NOUN
52138,子瑕,PROPN
52139,子俞,PROPN
52140,弥俞,PROPN
52141,弥,PROPN
52142,早,ADV
52143,卒,VERB
52144,泄,PROPN
52145,驾,PROPN
52146,恶,VERB
52147,瑕,VERB
52148,文,PROPN
52149,公,NOUN
52150,亦,ADV
52151,恶,VERB
52152,之,PRON
52153,故,ADV
52154,不,ADV
52155,立,VERB
52156,也,PART
52157,公,NOUN
52158,逐,VERB
52159,群,NOUN
52160,公,NOUN
52161,子,NOUN
52162,公,NOUN
52163,子,NOUN
52164,兰,PROPN
52165,奔,VERB
52166,晋,PROPN
52167,従,NOUN
52168,晋,NOUN
52169,文,PROPN
52170,公,NOUN
52171,伐,VERB
52172,郑石癸,PROPN
52173,曰,VERB
52174,吾,PRON
52175,闻,NOUN
52176,姬,NOUN
52177,姞,PROPN
52178,耦,VERB
52179,其,PRON
52180,子,NOUN
52181,孙,PROPN
52182,必,ADV
52183,蕃,NOUN
52184,姞,NOUN
52185,吉,VERB
52186,人,NOUN
52187,也,PART
52188,后稷,PROPN
52189,之,SCONJ
52190,元,NOUN
52191,妃,NOUN
52192,也,PART
52193,今,NOUN
52194,公,NOUN
52195,子,NOUN
52196,兰,PROPN
52197,姞,NOUN
52198,甥,NOUN
52199,也,PART
52200,天,NOUN
52201,或,ADV
52202,启,VERB
52203,之,PRON
52204,必,ADV
52205,将,VERB
52206,为,VERB
52207,君,NOUN
52208,其,PRON
52209,后,NOUN
52210,必,ADV
52211,蕃,VERB
52212,先,NOUN
52213,纳,VERB
52214,之,PRON
52215,可,AUX
52216,以,VERB
52217,亢,VERB
52218,宠,NOUN
52219,与,PROPN
52220,孔将,PROPN
52221,锄,PROPN
52222,侯,NOUN
52223,宣,PROPN
52224,多,VERB
52225,纳,NOUN
52226,之,SCONJ
52227,盟,NOUN
52228,于,ADP
52229,大,VERB
52230,宫,NOUN
52231,而,CCONJ
52232,立,VERB
52233,之,PRON
52234,以,VERB
52235,与,NOUN
52236,晋,NOUN
52237,平,VERB
52238,穆,PROPN
52239,公,NOUN
52240,有,VERB
52241,疾,NOUN
52242,曰,VERB
52243,兰,PROPN
52244,死,VERB
52245,吾,PRON
52246,其,PRON
52247,死,VERB
52248,乎,PART
52249,吾,PRON
52250,所,PART
52251,以,ADV
52252,生,VERB
52253,也,PART
52254,刈,VERB
52255,兰,NOUN
52256,而,CCONJ
52257,卒,VERB
52258,宣,PROPN
52259,公,NOUN
52260,四,NUM
52261,年,NOUN
52262,【,NOUN
52263,经,NOUN
52264,】,NOUN
52265,四,NUM
52266,年,NOUN
52267,春,NOUN
52268,王,NOUN
52269,正,VERB
52270,月,NOUN
52271,公,NOUN
52272,及,ADP
52273,齐,PROPN
52274,侯,NOUN
52275,平莒,PROPN
52276,及,ADP
52277,郯,PROPN
52278,莒,PROPN
52279,人,NOUN
52280,不,ADV
52281,肯,AUX
52282,公,NOUN
52283,伐,VERB
52284,莒,PROPN
52285,取,VERB
52286,向,VERB
52287,秦,PROPN
52288,伯稻,PROPN
52289,卒,VERB
52290,夏,NOUN
52291,六,NUM
52292,月,NOUN
52293,乙酉,NUM
52294,郑,NOUN
52295,公,NOUN
52296,子,NOUN
52297,归,PROPN
52298,生,VERB
52299,弑,VERB
52300,其,PRON
52301,君,NOUN
52302,夷,PROPN
52303,赤,NOUN
52304,狄,NOUN
52305,侵,VERB
52306,齐,NOUN
52307,秋,NOUN
52308,公,NOUN
52309,如,VERB
52310,齐,PROPN
52311,公,NOUN
52312,至,VERB
52313,自,ADP
52314,齐,VERB
52315,冬,NOUN
52316,楚,PROPN
52317,子,NOUN
52318,伐,VERB
52319,郑,PROPN
52320,【,NOUN
52321,传,NOUN
52322,】,NOUN
52323,四,NUM
52324,年,NOUN
52325,春,NOUN
52326,公,NOUN
52327,及,ADP
52328,齐,PROPN
52329,侯,NOUN
52330,平莒,PROPN
52331,及,ADP
52332,郯,PROPN
52333,莒,PROPN
52334,人,NOUN
52335,不,ADV
52336,肯,AUX
52337,公,NOUN
52338,伐,VERB
52339,莒,PROPN
52340,取,VERB
52341,向,VERB
52342,非,ADV
52343,礼,NOUN
52344,也,PART
52345,平,VERB
52346,国,NOUN
52347,以,VERB
52348,礼,NOUN
52349,不,ADV
52350,以,VERB
52351,乱,NOUN
52352,伐,VERB
52353,而,CCONJ
52354,不,ADV
52355,治,VERB
52356,乱,NOUN
52357,也,PART
52358,以,ADV
52359,乱,NOUN
52360,平,VERB
52361,乱,NOUN
52362,何,ADV
52363,治,VERB
52364,之,PRON
52365,有,VERB
52366,无,NOUN
52367,治,VERB
52368,何,PRON
52369,以,VERB
52370,行,VERB
52371,礼,NOUN
52372,楚,PROPN
52373,人,NOUN
52374,献,VERB
52375,鼋,NOUN
52376,于,ADP
52377,郑,NOUN
52378,灵,PROPN
52379,公,NOUN
52380,公,NOUN
52381,子,NOUN
52382,宋,PROPN
52383,与,NOUN
52384,子,NOUN
52385,家,NOUN
52386,将,NOUN
52387,见,NOUN
52388,子,NOUN
52389,公,NOUN
52390,之,SCONJ
52391,食,NOUN
52392,指,VERB
52393,动,NOUN
52394,以,ADV
52395,示,VERB
52396,子,NOUN
52397,家,NOUN
52398,曰,VERB
52399,他,PRON
52400,日,NOUN
52401,我,PRON
52402,如,VERB
52403,此,PRON
52404,必,ADV
52405,尝,VERB
52406,异,NOUN
52407,味,NOUN
52408,及,VERB
52409,入,VERB
52410,宰,NOUN
52411,夫,PART
52412,将,ADV
52413,解,VERB
52414,鼋,NOUN
52415,相,ADV
52416,视,VERB
52417,而,CCONJ
52418,笑,VERB
52419,公,NOUN
52420,问,NOUN
52421,之,SCONJ
52422,子,NOUN
52423,家,NOUN
52424,以,ADV
52425,告,VERB
52426,及,ADP
52427,食,NOUN
52428,大,VERB
52429,夫,NOUN
52430,鼋,NOUN
52431,召,VERB
52432,子,NOUN
52433,公,NOUN
52434,而,CCONJ
52435,弗,ADV
52436,与,VERB
52437,也,PART
52438,子,NOUN
52439,公,NOUN
52440,怒,VERB
52441,梁,PROPN
52442,指,VERB
52443,于,ADP
52444,鼎,NOUN
52445,尝,VERB
52446,之,PRON
52447,而,CCONJ
52448,出,VERB
52449,公,NOUN
52450,怒,VERB
52451,欲,AUX
52452,杀,VERB
52453,子,NOUN
52454,公,NOUN
52455,子,NOUN
52456,公,NOUN
52457,与,NOUN
52458,子,NOUN
52459,家,NOUN
52460,谋,VERB
52461,先,NOUN
52462,子,NOUN
52463,家,NOUN
52464,曰,VERB
52465,畜,VERB
52466,老,NOUN
52467,犹,NOUN
52468,惮,NOUN
52469,杀,VERB
52470,之,PRON
52471,而,CCONJ
52472,况,VERB
52473,君,NOUN
52474,乎,PART
52475,反,VERB
52476,谮,NOUN
52477,子,NOUN
52478,家,NOUN
52479,子,NOUN
52480,家,NOUN
52481,惧,NOUN
52482,而,CCONJ
52483,従,VERB
52484,之,PRON
52485,夏,PROPN
52486,弑,VERB
52487,灵,PROPN
52488,公书,PROPN
52489,曰,VERB
52490,郑,PROPN
52491,公,NOUN
52492,子,NOUN
52493,归,PROPN
52494,生,NOUN
52495,弑,VERB
52496,其,PRON
52497,君,NOUN
52498,夷,PROPN
52499,权,PROPN
52500,不,ADV
52501,足,VERB
52502,也,PART
52503,君子,NOUN
52504,曰,VERB
52505,仁,VERB
52506,而,CCONJ
52507,不,ADV
52508,武,VERB
52509,无,ADV
52510,能,AUX
52511,达,VERB
52512,也,PART
52513,凡,ADV
52514,弑,VERB
52515,君称,PROPN
52516,君,NOUN
52517,君,NOUN
52518,无,SCONJ
52519,道,NOUN
52520,也,PART
52521,称,NOUN
52522,臣,NOUN
52523,臣,NOUN
52524,之,SCONJ
52525,罪,NOUN
52526,也,PART
52527,郑,NOUN
52528,人,NOUN
52529,立,VERB
52530,子良,PROPN
52531,辞,ADV
52532,曰,VERB
52533,以,VERB
52534,贤,NOUN
52535,则,NOUN
52536,去,VERB
52537,疾,NOUN
52538,不,ADV
52539,足,AUX
52540,以,VERB
52541,顺,VERB
52542,则,NOUN
52543,公,NOUN
52544,子,NOUN
52545,坚,PROPN
52546,长,VERB
52547,乃,ADV
52548,立,VERB
52549,襄,PROPN
52550,公,NOUN
52551,襄,PROPN
52552,公,NOUN
52553,将,ADV
52554,去,VERB
52555,穆,PROPN
52556,氏,NOUN
52557,而,CCONJ
52558,舍,VERB
52559,子良,PROPN
52560,子良,PROPN
52561,不,ADV
52562,可,AUX
52563,曰,VERB
52564,穆,VERB
52565,氏,NOUN
52566,宜,AUX
52567,存,VERB
52568,则,PRON
52569,固,ADV
52570,愿,VERB
52571,也,PART
52572,若,ADV
52573,将,ADV
52574,亡,VERB
52575,之,PRON
52576,则,PRON
52577,亦,ADV
52578,皆,ADV
52579,亡,VERB
52580,去,VERB
52581,疾,NOUN
52582,何,ADV
52583,为,VERB
52584,乃,ADV
52585,舍,VERB
52586,之,PRON
52587,皆,ADV
52588,为,VERB
52589,大,VERB
52590,夫,NOUN
52591,初,NOUN
52592,楚,PROPN
52593,司马,NOUN
52594,子良,PROPN
